"Time (s)","Pressure (hPa)"
8.264518400E2,9.874272919E2
8.274109470E2,9.876034546E2
8.283700140E2,9.878001404E2
8.293291210E2,9.879960632E2
8.302882570E2,9.881937408E2
8.312473770E2,9.883971405E2
8.322065260E2,9.886383057E2
8.331656450E2,9.888519287E2
8.341248120E2,9.890654755E2
8.350839140E2,9.892733765E2
8.360429490E2,9.894603729E2
8.370020430E2,9.896189880E2
8.379611660E2,9.897527313E2
8.389202920E2,9.898609924E2
8.398794620E2,9.899680328E2
8.408386650E2,9.900950623E2
8.417978440E2,9.902503204E2
8.427569360E2,9.904460144E2
8.437158720E2,9.906462097E2
8.446747690E2,9.908256531E2
8.456337710E2,9.909667206E2
8.465927300E2,9.910634613E2
8.475517400E2,9.911171722E2
8.485106980E2,9.911606598E2
8.494696330E2,9.912042236E2
8.504286090E2,9.912422180E2
8.513874960E2,9.912765503E2
8.523463620E2,9.913094330E2
8.533052690E2,9.913453674E2
8.542643530E2,9.913737488E2
8.552233750E2,9.914055634E2
8.561823220E2,9.914357758E2
8.571412040E2,9.914460754E2
8.580999600E2,9.914460754E2
8.590585030E2,9.914431000E2
8.600171060E2,9.914163971E2
8.609757180E2,9.913655090E2
8.619343050E2,9.912950897E2
8.628929130E2,9.911876678E2
8.638515920E2,9.910587311E2
8.648102620E2,9.908946991E2
8.657690650E2,9.907153320E2
8.667281080E2,9.905426025E2
8.676871830E2,9.903855896E2
8.686462310E2,9.902534485E2
8.696053360E2,9.901602936E2
8.705644490E2,9.901001740E2
8.715235840E2,9.900764465E2
8.724826780E2,9.900764465E2
8.734418260E2,9.901084137E2
8.744009650E2,9.901637268E2
8.753600650E2,9.902439880E2
8.763192080E2,9.903365326E2
8.772783850E2,9.904326630E2
8.782375090E2,9.905201721E2
8.791965240E2,9.905863190E2
8.801555750E2,9.906279755E2
8.811146090E2,9.906357574E2
8.820735410E2,9.906357574E2
8.830324720E2,9.905879974E2
8.839914340E2,9.905108643E2
8.849504610E2,9.904051208E2
8.859094410E2,9.902613831E2
8.868683390E2,9.900810242E2
8.878272710E2,9.898683929E2
8.887862530E2,9.896361542E2
8.897452660E2,9.893893433E2
8.907043360E2,9.891383362E2
8.916634230E2,9.888925934E2
8.926224600E2,9.886560059E2
8.935814760E2,9.884259033E2
8.945405450E2,9.881970215E2
8.954995830E2,9.879616547E2
8.964583550E2,9.877229309E2
8.974171430E2,9.874829865E2
8.983759270E2,9.872431946E2
8.993346160E2,9.870008850E2
9.002932120E2,9.867638397E2
9.012520260E2,9.865226746E2
9.022109330E2,9.862844849E2
9.031698140E2,9.860481262E2
9.041287100E2,9.858076477E2
9.050875350E2,9.855627441E2
9.060464980E2,9.853246307E2
9.070054360E2,9.850955963E2
9.079642690E2,9.848735809E2
9.089231230E2,9.846678162E2
9.098820270E2,9.844868469E2
9.108408970E2,9.843278503E2
9.117996210E2,9.841846466E2
9.127583810E2,9.840595245E2
9.137170700E2,9.839447021E2
9.146757780E2,9.838358307E2
9.156344920E2,9.837176514E2
9.165932100E2,9.835839081E2
9.175519750E2,9.834389496E2
9.185107030E2,9.832601929E2
9.194694280E2,9.830525208E2
9.204281800E2,9.828297424E2
9.213869080E2,9.825924683E2
9.223457550E2,9.823387146E2
9.233048100E2,9.820937347E2
9.242639050E2,9.818622589E2
9.252230490E2,9.816490173E2
9.261822400E2,9.814520264E2
9.271414780E2,9.812788391E2
9.281007370E2,9.811304474E2
9.290599830E2,9.810077667E2
9.300192660E2,9.809107208E2
9.309785190E2,9.808303833E2
9.319377270E2,9.807506561E2
9.328970070E2,9.806813812E2
9.338563030E2,9.806057739E2
9.348156070E2,9.805232239E2
9.357749340E2,9.804444122E2
9.367342160E2,9.803748322E2
9.376934960E2,9.803037262E2
9.386527850E2,9.802397156E2
9.396121120E2,9.801817322E2
9.405713460E2,9.801183319E2
9.415304880E2,9.800518799E2
9.424896490E2,9.799869537E2
9.434488710E2,9.799188232E2
9.444080760E2,9.798490906E2
9.453672910E2,9.797808838E2
9.463264900E2,9.797142029E2
9.472857090E2,9.796508789E2
9.482448740E2,9.795893097E2
9.492041240E2,9.795261383E2
9.501633160E2,9.794595337E2
9.511225430E2,9.793936157E2
9.520817980E2,9.793207550E2
9.530410240E2,9.792425537E2
9.540002420E2,9.791673279E2
9.549594910E2,9.790922546E2
9.559187700E2,9.790189362E2
9.568779080E2,9.789504242E2
9.578372170E2,9.788867950E2
9.587965090E2,9.788294220E2
9.597557090E2,9.787876892E2
9.607149810E2,9.787564850E2
9.616742210E2,9.787397003E2
9.626334440E2,9.787397003E2
9.635927200E2,9.787609863E2
9.645519970E2,9.788085938E2
9.655112910E2,9.788897705E2
9.664705140E2,9.790142059E2
9.674297660E2,9.791679382E2
9.683889780E2,9.793566895E2
9.693481640E2,9.795684052E2
9.703073570E2,9.797945404E2
9.712665720E2,9.800198364E2
9.722258140E2,9.802514648E2
9.731850510E2,9.804947662E2
9.741442760E2,9.807461548E2
9.751035060E2,9.810006714E2
9.760627140E2,9.812583923E2
9.770219570E2,9.815241241E2
9.779812210E2,9.817857361E2
9.789404780E2,9.820442200E2
9.798997520E2,9.823068237E2
9.808590580E2,9.825813293E2
9.818183150E2,9.828614044E2
9.827775330E2,9.831423187E2
9.837367210E2,9.834199524E2
9.846959870E2,9.836994171E2
9.856552030E2,9.839768982E2
9.866144900E2,9.842567444E2
9.875737390E2,9.845280457E2
9.885329980E2,9.848107910E2
9.894922490E2,9.850955200E2
9.904515210E2,9.853798676E2
9.914108150E2,9.856686401E2
9.923701170E2,9.859722900E2
9.933294440E2,9.862712860E2
9.942887640E2,9.865637970E2
9.952480710E2,9.868534851E2
9.962073380E2,9.871332550E2
9.971665750E2,9.874121857E2
9.981258730E2,9.876895905E2
9.990851860E2,9.879616547E2
1.000044466E3,9.882181549E2
1.001003734E3,9.884551239E2
1.001962968E3,9.886551666E2
1.002922181E3,9.888241577E2
1.003881330E3,9.889557648E2
1.004840592E3,9.890468597E2
1.005799814E3,9.891025543E2
1.006759128E3,9.891364288E2
1.007718429E3,9.891364288E2
1.008677679E3,9.891268158E2
1.009636985E3,9.891051483E2
1.010596274E3,9.890719604E2
1.011555586E3,9.890367126E2
1.012514900E3,9.890104675E2
1.013474250E3,9.890070343E2
1.014433657E3,9.890070343E2
1.015393033E3,9.890501404E2
1.016352268E3,9.891308594E2
1.017311441E3,9.892500305E2
1.018270651E3,9.894110107E2
1.019229824E3,9.896158600E2
1.020188966E3,9.898519897E2
1.021148213E3,9.901095581E2
1.022107529E3,9.903807068E2
1.023066810E3,9.906576538E2
1.024026063E3,9.909388733E2
1.024985375E3,9.912119293E2
1.025944771E3,9.914729309E2
1.026904143E3,9.917049408E2
1.027863572E3,9.919096375E2
1.028822959E3,9.920717621E2
1.029782335E3,9.922043610E2
1.030741707E3,9.923111725E2
1.031701088E3,9.924044800E2
1.032660472E3,9.924883270E2
1.033619834E3,9.925733185E2
1.034579212E3,9.926531219E2
1.035538636E3,9.927280426E2
1.036498079E3,9.928033447E2
1.037457490E3,9.928778076E2
1.038416943E3,9.929440308E2
1.039376434E3,9.930078125E2
1.040335906E3,9.930706024E2
1.041295357E3,9.931374359E2
1.042254804E3,9.932145691E2
1.043214166E3,9.933198547E2
1.044173602E3,9.934533691E2
1.045133107E3,9.936164093E2
1.046092564E3,9.938123322E2
1.047051866E3,9.940349579E2
1.048011145E3,9.942755890E2
1.048970485E3,9.945375061E2
1.049929894E3,9.948043060E2
1.050889358E3,9.950672150E2
1.051848817E3,9.953189087E2
1.052808316E3,9.955528259E2
1.053767894E3,9.957576752E2
1.054727654E3,9.959333038E2
1.055687453E3,9.960758972E2
1.056647201E3,9.961858368E2
1.057606927E3,9.962654877E2
1.058566799E3,9.963262177E2
1.059526710E3,9.963716888E2
1.060486502E3,9.964036560E2
1.061446285E3,9.964036560E2
1.062406114E3,9.963979340E2
1.063365942E3,9.963603973E2
1.064325705E3,9.962888336E2
1.065285429E3,9.961816406E2
1.066245172E3,9.960599518E2
1.067204907E3,9.958989716E2
1.068164662E3,9.957062531E2
1.069124434E3,9.954798126E2
1.070084158E3,9.952394867E2
1.071043887E3,9.949868011E2
1.072003557E3,9.947467804E2
1.072963268E3,9.945172882E2
1.073922953E3,9.943132019E2
1.074882658E3,9.941283417E2
1.075842365E3,9.939727783E2
1.076802078E3,9.938349915E2
1.077761739E3,9.937325287E2
1.078721407E3,9.936542511E2
1.079681010E3,9.936035919E2
1.080640684E3,9.935760498E2
1.081600224E3,9.935586548E2
1.082559752E3,9.935430145E2
1.083519370E3,9.935274506E2
1.084479011E3,9.935087585E2
1.085438623E3,9.934883118E2
1.086398143E3,9.934703064E2
1.087357665E3,9.934574127E2
1.088317158E3,9.934533691E2
1.089276643E3,9.934514618E2
1.090236146E3,9.934514618E2
1.091195656E3,9.934452057E2
1.092155124E3,9.934354401E2
1.093114676E3,9.934191895E2
1.094074206E3,9.933945465E2
1.095033748E3,9.933738708E2
1.095993298E3,9.933564758E2
1.096952860E3,9.933376312E2
1.097912409E3,9.933180237E2
1.098871971E3,9.932975769E2
1.099831483E3,9.932755280E2
1.100791029E3,9.932482147E2
1.101750600E3,9.932261658E2
1.102710117E3,9.932098389E2
1.103669669E3,9.931962585E2
1.104629195E3,9.931854248E2
1.105588702E3,9.931829071E2
1.106548167E3,9.931774139E2
1.107507612E3,9.931613922E2
1.108467054E3,9.931295776E2
1.109426475E3,9.930740356E2
1.110385872E3,9.929928589E2
1.111345173E3,9.928952026E2
1.112304482E3,9.927850342E2
1.113263927E3,9.926685333E2
1.114223518E3,9.925499725E2
1.115183098E3,9.924371338E2
1.116142724E3,9.923200226E2
1.117102411E3,9.922000122E2
1.118061993E3,9.920883942E2
1.119021646E3,9.919869232E2
1.119981181E3,9.918826294E2
1.120940726E3,9.917748260E2
1.121900196E3,9.916616058E2
1.122859682E3,9.915529633E2
1.123819322E3,9.914385223E2
1.124778902E3,9.913396454E2
1.125738519E3,9.912639618E2
1.126698129E3,9.912210083E2
1.127657744E3,9.911887360E2
1.128617324E3,9.911887360E2
1.129576954E3,9.911917114E2
1.130536626E3,9.912091827E2
1.131496210E3,9.912287140E2
1.132455771E3,9.912526703E2
1.133415210E3,9.912752533E2
1.134374678E3,9.912938690E2
1.135334137E3,9.913036346E2
1.136293592E3,9.913109589E2
1.137253082E3,9.913260651E2
1.138212586E3,9.913368988E2
1.139172136E3,9.913464355E2
1.140131679E3,9.913582611E2
1.141091262E3,9.913619995E2
1.142050920E3,9.913619995E2
1.143010655E3,9.913333893E2
1.143970342E3,9.912751007E2
1.144929965E3,9.911865997E2
1.145889565E3,9.910704803E2
1.146849207E3,9.909167480E2
1.147808828E3,9.907403564E2
1.148768171E3,9.905285645E2
1.149727449E3,9.902912140E2
1.150686736E3,9.900471497E2
1.151646046E3,9.898078156E2
1.152605368E3,9.895837402E2
1.153564763E3,9.893934631E2
1.154524106E3,9.892458344E2
1.155483247E3,9.891190338E2
1.156442373E3,9.890167999E2
1.157401588E3,9.889376831E2
1.158360740E3,9.888884735E2
1.159319970E3,9.888884735E2
1.160279203E3,9.889165497E2
1.161238407E3,9.889862061E2
1.162197592E3,9.890911865E2
1.163156835E3,9.892332458E2
1.164116104E3,9.893743134E2
1.165075445E3,9.895373535E2
1.166034841E3,9.897175598E2
1.166994191E3,9.899050903E2
1.167953570E3,9.900871277E2
1.168912937E3,9.902730560E2
1.169872257E3,9.904496765E2
1.170831615E3,9.906210327E2
1.171790937E3,9.907858276E2
1.172750268E3,9.909519958E2
1.173709623E3,9.911250305E2
1.174669254E3,9.913091278E2
1.175628887E3,9.914933014E2
1.176588539E3,9.916783142E2
1.177548177E3,9.918624115E2
1.178507828E3,9.920408630E2
1.179467417E3,9.922161865E2
1.180427035E3,9.924061584E2
1.181386597E3,9.926094055E2
1.182346295E3,9.928082275E2
1.183306104E3,9.929994965E2
1.184265935E3,9.931687164E2
1.185225788E3,9.932962036E2
1.186185537E3,9.933879852E2
1.187145393E3,9.934537506E2
1.188105177E3,9.934941101E2
1.189064928E3,9.935214233E2
1.190024788E3,9.935317230E2
1.190984688E3,9.935346222E2
1.191944560E3,9.935346222E2
1.192904503E3,9.935266113E2
1.193864351E3,9.935092163E2
1.194824176E3,9.934938812E2
1.195784052E3,9.934638977E2
1.196743975E3,9.934095764E2
1.197703830E3,9.933253479E2
1.198663673E3,9.932076263E2
1.199623420E3,9.930327606E2
1.200583102E3,9.928246307E2
1.201542726E3,9.925901794E2
1.202502406E3,9.923390198E2
1.203462178E3,9.920765686E2
1.204421975E3,9.918260193E2
1.205381808E3,9.915819550E2
1.206341653E3,9.913518524E2
1.207301576E3,9.911569214E2
1.208261455E3,9.909977722E2
1.209221279E3,9.908779144E2
1.210181097E3,9.907935333E2
1.211140861E3,9.907424927E2
1.212100653E3,9.907176971E2
1.213060467E3,9.907062531E2
1.214020245E3,9.907062531E2
1.214980113E3,9.907125092E2
1.215939958E3,9.907215881E2
1.216899769E3,9.907268524E2
1.217859602E3,9.907341003E2
1.218819521E3,9.907379913E2
1.219779403E3,9.907379913E2
1.220739267E3,9.907376099E2
1.221699159E3,9.907270813E2
1.222659041E3,9.907077026E2
1.223618979E3,9.906845856E2
1.224578757E3,9.906623077E2
1.225538582E3,9.906444550E2
1.226498457E3,9.906227112E2
1.227458315E3,9.906071472E2
1.228418219E3,9.906031799E2
1.229378217E3,9.906031799E2
1.230338232E3,9.906046295E2
1.231298214E3,9.906486511E2
1.232258175E3,9.906884003E2
1.233218132E3,9.907176971E2
1.234178108E3,9.907424927E2
1.235138043E3,9.907424927E2
1.236097998E3,9.907393646E2
1.237057942E3,9.907256317E2
1.238017811E3,9.907157898E2
1.238977703E3,9.906758118E2
1.239937395E3,9.906017303E2
1.240897037E3,9.905308533E2
1.241856718E3,9.904528046E2
1.242816443E3,9.903750610E2
1.243776192E3,9.903252411E2
1.244735905E3,9.903136444E2
1.245695644E3,9.902899933E2
1.246655324E3,9.902709961E2
1.247614983E3,9.902548218E2
1.248574705E3,9.902437592E2
1.249534379E3,9.902437592E2
1.250494064E3,9.902745056E2
1.251453708E3,9.903311157E2
1.252413346E3,9.904165649E2
1.253373026E3,9.905307007E2
1.254332747E3,9.906650543E2
1.255292400E3,9.908065796E2
1.256252102E3,9.909432220E2
1.257211862E3,9.910617828E2
1.258171574E3,9.911621094E2
1.259131345E3,9.912293243E2
1.260091142E3,9.912548065E2
1.261050938E3,9.912548065E2
1.262010789E3,9.912190247E2
1.262970623E3,9.911534119E2
1.263930477E3,9.910547638E2
1.264890261E3,9.909239197E2
1.265850079E3,9.907488251E2
1.266809921E3,9.905381775E2
1.267769740E3,9.903021240E2
1.268729482E3,9.900438690E2
1.269689319E3,9.897714996E2
1.270649123E3,9.895098114E2
1.271608872E3,9.892562866E2
1.272568606E3,9.890020752E2
1.273528364E3,9.887397003E2
1.274488116E3,9.884811401E2
1.275447882E3,9.882265472E2
1.276407728E3,9.879704285E2
1.277367594E3,9.877131653E2
1.278327447E3,9.874642944E2
1.279287168E3,9.872118378E2
1.280246920E3,9.869551086E2
1.281206733E3,9.866928864E2
1.282166557E3,9.864260864E2
1.283126411E3,9.861563110E2
1.284086166E3,9.858936310E2
1.285045929E3,9.856370544E2
1.286005615E3,9.853870392E2
1.286965254E3,9.851338959E2
1.287924941E3,9.848865509E2
1.288884600E3,9.846462250E2
1.289844322E3,9.844043732E2
1.290804059E3,9.841601562E2
1.291763904E3,9.839259338E2
1.292723756E3,9.836893463E2
1.293683562E3,9.834444427E2
1.294643409E3,9.831979370E2
1.295603108E3,9.829481506E2
1.296562849E3,9.826966095E2
1.297522629E3,9.824512482E2
1.298482443E3,9.822123718E2
1.299442015E3,9.819712067E2
1.300401574E3,9.817357635E2
1.301361160E3,9.815010071E2
1.302320614E3,9.812677765E2
1.303280164E3,9.810305786E2
1.304239671E3,9.807884216E2
1.305199192E3,9.805453491E2
1.306158757E3,9.803035736E2
1.307118354E3,9.800599670E2
1.308078134E3,9.798146820E2
1.309037830E3,9.795758820E2
1.309997486E3,9.793379974E2
1.310957177E3,9.791365814E2
1.311916848E3,9.789492798E2
1.312876590E3,9.787657928E2
1.313836398E3,9.785826111E2
1.314796121E3,9.783996582E2
1.315755804E3,9.781793976E2
1.316715569E3,9.779438782E2
1.317675557E3,9.777166748E2
1.318635605E3,9.775025177E2
1.319595591E3,9.772682953E2
1.320555547E3,9.770616913E2
1.321515443E3,9.768804169E2
1.322475306E3,9.767247772E2
1.323435173E3,9.765982056E2
1.324395046E3,9.765418243E2
1.325354970E3,9.765390015E2
1.326314871E3,9.765390015E2
1.327274800E3,9.765876007E2
1.328234682E3,9.766611481E2
1.329194520E3,9.767632294E2
1.330154390E3,9.768928528E2
1.331114257E3,9.770481873E2
1.332074213E3,9.772271729E2
1.333034119E3,9.774309540E2
1.333994064E3,9.776468658E2
1.334953998E3,9.778704071E2
1.335913872E3,9.780955505E2
1.336873792E3,9.783220673E2
1.337833738E3,9.785476685E2
1.338793638E3,9.787789154E2
1.339753577E3,9.790059662E2
1.340713460E3,9.792380524E2
1.341673349E3,9.794799805E2
1.342633272E3,9.797187042E2
1.343593212E3,9.799542999E2
1.344553155E3,9.801883698E2
1.345513105E3,9.804181671E2
1.346473005E3,9.806410217E2
1.347432937E3,9.808686829E2
1.348392853E3,9.810976410E2
1.349352843E3,9.813361359E2
1.350312886E3,9.815824890E2
1.351272884E3,9.818109131E2
1.352232885E3,9.820341492E2
1.353192865E3,9.822508240E2
1.354152789E3,9.824848175E2
1.355112743E3,9.827160645E2
1.356072729E3,9.829766846E2
1.357032701E3,9.832402039E2
1.357992612E3,9.835123444E2
1.358952499E3,9.837635803E2
1.359912424E3,9.840159607E2
1.360872285E3,9.842655182E2
1.361832266E3,9.845206451E2
1.362792243E3,9.847751617E2
1.363752243E3,9.850292206E2
1.364712269E3,9.852883911E2
1.365672188E3,9.855825806E2
1.366632176E3,9.858842468E2
1.367592158E3,9.861844635E2
1.368552152E3,9.864974213E2
1.369512121E3,9.868103027E2
1.370472042E3,9.870919800E2
1.371431981E3,9.873529816E2
1.372391998E3,9.876168060E2
1.373351936E3,9.878749847E2
1.374311889E3,9.880937195E2
1.375271928E3,9.883084869E2
1.376231979E3,9.885212708E2
1.377192023E3,9.887379456E2
1.378152076E3,9.889520264E2
1.379112209E3,9.891989136E2
1.380072326E3,9.894607544E2
1.381032395E3,9.897304535E2
1.381992432E3,9.899954224E2
1.382952503E3,9.902561188E2
1.383912578E3,9.905004120E2
1.384872658E3,9.907199097E2
1.385832681E3,9.909027863E2
1.386792699E3,9.910569000E2
1.387752668E3,9.911705017E2
1.388712635E3,9.912512207E2
1.389672517E3,9.912952423E2
1.390632427E3,9.912952423E2
1.391592293E3,9.912828064E2
1.392552163E3,9.912220764E2
1.393512265E3,9.911320496E2
1.394472304E3,9.910164642E2
1.395432361E3,9.908712769E2
1.396392475E3,9.907173920E2
1.397352449E3,9.905702209E2
1.398312575E3,9.904392242E2
1.399272606E3,9.903365326E2
1.400232680E3,9.902703857E2
1.401192749E3,9.902472687E2
1.402152754E3,9.902472687E2
1.403112774E3,9.902838898E2
1.404072881E3,9.903537750E2
1.405032986E3,9.904644012E2
1.405993101E3,9.906085205E2
1.406953210E3,9.907849121E2
1.407913270E3,9.909905243E2
1.408873348E3,9.912191772E2
1.409833497E3,9.914514923E2
1.410793615E3,9.916768646E2
1.411753757E3,9.918915558E2
1.412713956E3,9.921083832E2
1.413674082E3,9.923188019E2
1.414634251E3,9.925238800E2
1.415594472E3,9.927330017E2
1.416554657E3,9.929402161E2
1.417514879E3,9.931263733E2
1.418475116E3,9.932799530E2
1.419435419E3,9.934014893E2
1.420395713E3,9.934889221E2
1.421355931E3,9.935506439E2
1.422316226E3,9.935900879E2
1.423276471E3,9.936193085E2
1.424236759E3,9.936472321E2
1.425197064E3,9.936740112E2
1.426157246E3,9.936993408E2
1.427117381E3,9.937238312E2
1.428077423E3,9.937471008E2
1.429037496E3,9.937693024E2
1.429997469E3,9.937693024E2
1.430957486E3,9.937685394E2
1.431917633E3,9.937376404E2
1.432877836E3,9.936748505E2
1.433838033E3,9.935661316E2
1.434798168E3,9.934268951E2
1.435758329E3,9.932645416E2
1.436718429E3,9.930821228E2
1.437678514E3,9.928845978E2
1.438638578E3,9.926869965E2
1.439598654E3,9.924951935E2
1.440558612E3,9.923180389E2
1.441518561E3,9.921671295E2
1.442478523E3,9.920408630E2
1.443438566E3,9.918965912E2
1.444398673E3,9.917387390E2
1.445358809E3,9.916547394E2
1.446318857E3,9.915972900E2
1.447278890E3,9.915972900E2
1.448239072E3,9.916203308E2
1.449199269E3,9.917570496E2
1.450159482E3,9.918846893E2
1.451119718E3,9.920352173E2
1.452079999E3,9.922064209E2
1.453040206E3,9.923780060E2
1.454000232E3,9.925257874E2
1.454960309E3,9.926802826E2
1.455920465E3,9.928324127E2
1.456880720E3,9.929945374E2
1.457841059E3,9.931708527E2
1.458801383E3,9.933874512E2
1.459761602E3,9.935981750E2
1.460721693E3,9.938044739E2
1.461681779E3,9.939970398E2
1.462641957E3,9.941680908E2
1.463602132E3,9.943231201E2
1.464562299E3,9.944624329E2
1.465522434E3,9.945895386E2
1.466482537E3,9.947076416E2
1.467442617E3,9.948239899E2
1.468402636E3,9.949331665E2
1.469362716E3,9.950412750E2
1.470322777E3,9.951520538E2
1.471282851E3,9.952598572E2
1.472242896E3,9.954209137E2
1.473203043E3,9.956083679E2
1.474163215E3,9.957946014E2
1.475123322E3,9.959793091E2
1.476083565E3,9.961665344E2
1.477043833E3,9.963098907E2
1.478004074E3,9.964229584E2
1.478964321E3,9.965278625E2
1.479924598E3,9.966140747E2
1.480884966E3,9.966466522E2
1.481845252E3,9.966975403E2
1.482805515E3,9.967763519E2
1.483765839E3,9.969056702E2
1.484726264E3,9.970703125E2
1.485686714E3,9.972830963E2
1.486647179E3,9.974758911E2
1.487607450E3,9.976284790E2
1.488567731E3,9.977272797E2
1.489528088E3,9.977865601E2
1.490488462E3,9.978359222E2
1.491448830E3,9.978826904E2
1.492409242E3,9.979190063E2
1.493369722E3,9.979387665E2
1.494330135E3,9.979743958E2
1.495290502E3,9.980127716E2
1.496250901E3,9.980477142E2
1.497211273E3,9.980905914E2
1.498171568E3,9.981463623E2
1.499131903E3,9.981903076E2
1.500092279E3,9.982295990E2
1.501052688E3,9.982615662E2
1.502013090E3,9.982890320E2
1.502973485E3,9.983202362E2
1.503933892E3,9.983438110E2
1.504894263E3,9.983594513E2
1.505854648E3,9.983720398E2
1.506815189E3,9.983720398E2
1.507775526E3,9.983683014E2
1.508735832E3,9.983527374E2
1.509696114E3,9.983369446E2
1.510656492E3,9.983178711E2
1.511616901E3,9.982939911E2
1.512577298E3,9.982784271E2
1.513537581E3,9.982570648E2
1.514498010E3,9.982255554E2
1.515458451E3,9.981941223E2
1.516418936E3,9.981650543E2
1.517379481E3,9.981305695E2
1.518340076E3,9.981048584E2
1.519300709E3,9.980830383E2
1.520261330E3,9.980696869E2
1.521222023E3,9.980627441E2
1.522182838E3,9.980532074E2
1.523143660E3,9.980436707E2
1.524104528E3,9.980436707E2
1.525065407E3,9.980466461E2
1.526026327E3,9.980472565E2
1.526987167E3,9.980514526E2
1.527948033E3,9.980583191E2
1.528908858E3,9.981137848E2
1.529869610E3,9.981589508E2
1.530830405E3,9.982056427E2
1.531791336E3,9.982621002E2
1.532752186E3,9.983232117E2
1.533713054E3,9.983338165E2
1.534673919E3,9.983486176E2
1.535634818E3,9.983652496E2
1.536595833E3,9.983652496E2
1.537556821E3,9.983461761E2
1.538517788E3,9.983128357E2
1.539478819E3,9.982832336E2
1.540439843E3,9.982559967E2
1.541400883E3,9.982318878E2
1.542361878E3,9.982318878E2
1.543322912E3,9.982492828E2
1.544283986E3,9.982660675E2
1.545245094E3,9.982793427E2
1.546206123E3,9.982946014E2
1.547167141E3,9.983155060E2
1.548128112E3,9.983299255E2
1.549089136E3,9.983475494E2
1.550050194E3,9.983624268E2
1.551011260E3,9.983808136E2
1.551972263E3,9.983965302E2
1.552933261E3,9.984165192E2
1.553894328E3,9.984397888E2
1.554855427E3,9.984801483E2
1.555816482E3,9.985330963E2
1.556777609E3,9.986015320E2
1.557738818E3,9.986873627E2
1.558699928E3,9.987792969E2
1.559661048E3,9.988722229E2
1.560622169E3,9.989685059E2
1.561583325E3,9.990646362E2
1.562544515E3,9.991546631E2
1.563505694E3,9.992372131E2
1.564466859E3,9.993036652E2
1.565428060E3,9.993537903E2
1.566389270E3,9.993798065E2
1.567350531E3,9.993798065E2
1.568311736E3,9.993535614E2
1.569272943E3,9.993070984E2
1.570234174E3,9.992477417E2
1.571195299E3,9.991809082E2
1.572156407E3,9.991151428E2
1.573117530E3,9.990470123E2
1.574078596E3,9.989877319E2
1.575039749E3,9.989414215E2
1.576000950E3,9.989039612E2
1.576962146E3,9.988798523E2
1.577923364E3,9.988708496E2
1.578884564E3,9.988665009E2
1.579845710E3,9.988593292E2
1.580806835E3,9.988449860E2
1.581767932E3,9.988273621E2
1.582728984E3,9.988150787E2
1.583690145E3,9.988049316E2
1.584651246E3,9.987953186E2
1.585612406E3,9.987938690E2
1.586573502E3,9.987933350E2
1.587534604E3,9.987876129E2
1.588495847E3,9.987823486E2
1.589457082E3,9.987823486E2
1.590418291E3,9.987921906E2
1.591379274E3,9.988371277E2
1.592340040E3,9.989047241E2
1.593300896E3,9.989891815E2
1.594261690E3,9.990893555E2
1.595222444E3,9.991922760E2
1.596183184E3,9.992774963E2
1.597143969E3,9.993556976E2
1.598104714E3,9.994194031E2
1.599065499E3,9.994721985E2
1.600026384E3,9.995053101E2
1.600987307E3,9.995053101E2
1.601948274E3,9.995034790E2
1.602909243E3,9.994859314E2
1.603870165E3,9.994572449E2
1.604831056E3,9.994135284E2
1.605792006E3,9.993681335E2
1.606752892E3,9.993160248E2
1.607713846E3,9.992582703E2
1.608674831E3,9.991929626E2
1.609635848E3,9.991205597E2
1.610596934E3,9.990380096E2
1.611557950E3,9.989250946E2
1.612519029E3,9.987879944E2
1.613479967E3,9.986355591E2
1.614440956E3,9.984564972E2
